34,安徽省,安徽省,null
3401,合肥市,安徽省.合肥市,34
3402,芜湖市,安徽省.芜湖市,34
3403,蚌埠市,安徽省.蚌埠市,34
3404,淮南市,安徽省.淮南市,34
3405,马鞍山市,安徽省.马鞍山市,34
3406,淮北市,安徽省.淮北市,34
3407,铜陵市,安徽省.铜陵市,34
3408,安庆市,安徽省.安庆市,34
3410,黄山市,安徽省.黄山市,34
3411,滁州市,安徽省.滁州市,34
3412,阜阳市,安徽省.阜阳市,34
3413,宿州市,安徽省.宿州市,34
3415,六安市,安徽省.六安市,34
3416,亳州市,安徽省.亳州市,34
3417,池州市,安徽省.池州市,34
3418,宣城市,安徽省.宣城市,34
340101,市辖区,安徽省.合肥市.市辖区,3401
340102,瑶海区,安徽省.合肥市.瑶海区,3401
340103,庐阳区,安徽省.合肥市.庐阳区,3401
340104,蜀山区,安徽省.合肥市.蜀山区,3401
340111,包河区,安徽省.合肥市.包河区,3401
340121,长丰县,安徽省.合肥市.长丰县,3401
340122,肥东县,安徽省.合肥市.肥东县,3401
340123,肥西县,安徽省.合肥市.肥西县,3401
340124,庐江县,安徽省.合肥市.庐江县,3401
340171,合肥高新技术产业开发区,安徽省.合肥市.合肥高新技术产业开发区,3401
340172,合肥经济技术开发区,安徽省.合肥市.合肥经济技术开发区,3401
340173,合肥新站高新技术产业开发区,安徽省.合肥市.合肥新站高新技术产业开发区,3401
340181,巢湖市,安徽省.合肥市.巢湖市,3401
340102001,明光路街道,安徽省.合肥市.瑶海区.明光路街道,340102
340102003,胜利路街道,安徽省.合肥市.瑶海区.胜利路街道,340102
340102004,三里街街道,安徽省.合肥市.瑶海区.三里街街道,340102
340102005,铜陵路街道,安徽省.合肥市.瑶海区.铜陵路街道,340102
340102006,七里站街道,安徽省.合肥市.瑶海区.七里站街道,340102
340102007,红光街道,安徽省.合肥市.瑶海区.红光街道,340102
340102008,和平路街道,安徽省.合肥市.瑶海区.和平路街道,340102
340102010,城东街道,安徽省.合肥市.瑶海区.城东街道,340102
340102011,长淮街道办事处,安徽省.合肥市.瑶海区.长淮街道办事处,340102
340102012,方庙街道办事处,安徽省.合肥市.瑶海区.方庙街道办事处,340102
340102014,嘉山路街道,安徽省.合肥市.瑶海区.嘉山路街道,340102
340102100,大兴镇,安徽省.合肥市.瑶海区.大兴镇,340102
340102401,合肥龙岗综合经济开发区,安徽省.合肥市.瑶海区.合肥龙岗综合经济开发区,340102
340102001001,填海巷社区居委会,安徽省.合肥市.瑶海区.明光路街道.填海巷社区居委会,340102001
340102001002,金大塘社区居委会,安徽省.合肥市.瑶海区.明光路街道.金大塘社区居委会,340102001
340102001003,全椒路社区居委会,安徽省.合肥市.瑶海区.明光路街道.全椒路社区居委会,340102001
340102003001,凤凰桥社区居委会,安徽省.合肥市.瑶海区.胜利路街道.凤凰桥社区居委会,340102003
340102003002,滁洲路社区居委会,安徽省.合肥市.瑶海区.胜利路街道.滁洲路社区居委会,340102003
340102003003,大窑湾社区居委会,安徽省.合肥市.瑶海区.胜利路街道.大窑湾社区居委会,340102003
340102003004,建设社区居委会,安徽省.合肥市.瑶海区.胜利路街道.建设社区居委会,340102003
340102003005,红旗社区居委会,安徽省.合肥市.瑶海区.胜利路街道.红旗社区居委会,340102003
340102003006,戴安桥社区居委会,安徽省.合肥市.瑶海区.胜利路街道.戴安桥社区居委会,340102003
